,title,publish_date,source_country,sentiment,cleaned_text,sentiment_label,word_length,char_length,month
1029,"Government will not look at &#8216;current years&#8217; pay award&#8217; for nurses, says minister amid further NHS disruption",2023-02-06 09:31:51,GB,-0.538,government look 8216 current years 8217 pay award 8217 nurses says minister amid nhs disruption,negative,17,126,February 2023
1030,Will Rishi Sunak Perform Yet Another U-Turn To End The Nurses' Strike?,2022-12-19 17:54:59,GB,-0.423,rishi sunak perform yet another u-turn end nurses strike,negative,12,70,December 2022
1031,Schools struggling to recruit teaching staff – report,2023-03-31 01:01:00,gb,0.025,schools struggling recruit teaching staff report,positive,8,53,March 2023
1032,"UK Economy Will 'Get Worse Before It Gets Better', Jeremy Hunt Warns",2022-12-12 15:14:56,GB,-0.285,uk economy get worse gets better jeremy hunt warns,negative,12,68,December 2022
1033,Significant increase in turnover provides ACE Winches with solid foundation for growth,2023-01-09 14:15:00,GB,0.339,significant increase turnover provides ace winches solid foundation growth,positive,12,86,January 2023
1034,Muir of Ord&#8217;s new Co-op sold for more than £1.25 million,2023-03-30 07:00:55,gb,0.131,muir ord 8217 new co-op sold 1.25 million,positive,11,62,March 2023
1035,Morris Leslie: £12.7m profits the highest in Perthshire firm&#8217;s 48-year history,2022-12-12 06:55:17,GB,-0.252,morris leslie 12.7m profits highest perthshire firm 8217 48-year history,negative,11,84,December 2022
1036,UN to vote on world court’s role in defining climate obligations,2023-03-29 12:59:41,gb,-0.21,un vote world court role defining climate obligations,negative,11,64,March 2023
1037,Scotland's ports are the gateways to good fortune,2023-01-27 17:21:22,GB,-0.026,scotland ports gateways good fortune,negative,8,49,January 2023
1038,North-east company appoints new training and competence director,2023-01-09 19:03:00,GB,0.702,north-east company appoints new training competence director,positive,8,64,January 2023
1039,Should China worry about its shrinking population?,2023-01-21 16:57:08,GB,-0.22,china worry shrinking population,negative,7,50,January 2023
1040,Green hydrogen: why low-carbon fuels are not benefiting from high fossil fuel prices,2023-01-12 13:12:05,GB,-0.005,green hydrogen low-carbon fuels benefiting high fossil fuel prices,negative,13,84,January 2023
1041,Multi-million pound boost for Aberdeenshire and Moray food businesses,2022-11-07 17:59:00,GB,0.286,multi-million pound boost aberdeenshire moray food businesses,positive,9,69,November 2022
1042,UK economy grew in October but respite set to be brief,2022-12-12 08:27:32,GB,-0.08,uk economy grew october respite set brief,negative,11,54,December 2022
1043,One critically injured as French police clash with water reservoir protesters,2023-03-25 19:18:10,gb,0.115,one critically injured french police clash water reservoir protesters,positive,11,77,March 2023
1044,Competition regulator launches investigation into Apple and Google ‘duopoly’,2022-11-22 14:40:26,GB,0.241,competition regulator launches investigation apple google duopoly,positive,9,76,November 2022
1045,Adult education programmes across the West Midlands,2022-12-23 13:57:29,GB,0.549,adult education programmes across west midlands,positive,7,51,December 2022
1046,Leadership changes at Ellon headquartered Scotia Homes,2022-11-04 14:00:00,GB,0.503,leadership changes ellon headquartered scotia homes,positive,7,54,November 2022
1047,Britain’s rail network decimated as third consecutive train strike day of week begins,2023-01-05 11:29:44,GB,-0.108,britain rail network decimated third consecutive train strike day week begins,negative,13,85,January 2023
1048,Mark Rowley: The Met needs more funding and greater unity to make the turnaround it needs to meet today&#39;s challenges,2022-11-11 22:07:27,GB,-0.022,mark rowley met needs funding greater unity make turnaround needs meet today 39 challenges,negative,20,120,November 2022
1049,Cromarty Firth and Forth to host first green freeports,2023-01-13 12:06:03,GB,0.217,cromarty firth forth host first green freeports,positive,9,54,January 2023
1050,UK economy rebounds as Jeremy Hunt finalises budget,2023-03-10 14:48:53,gb,0.061,uk economy rebounds jeremy hunt finalises budget,positive,8,51,March 2023
1051,Readers' Letters: Sturgeon needs to meet Rishi Sunak halfway,2022-11-12 08:00:00,GB,-0.075,readers letters sturgeon needs meet rishi sunak halfway,negative,9,60,November 2022
1052,New senior HSEQ appointment for Aberdeenshire construction support firm,2022-12-21 16:08:00,GB,0.275,new senior hseq appointment aberdeenshire construction support firm,positive,9,71,December 2022
1053,"Chancellor urged to act NOW with Budget help or 2,000 British pubs will be lost forever",2023-03-01 00:31:51,GB,-0.213,chancellor urged act budget help 2 000 british pubs lost forever,negative,16,87,March 2023
1054,House of Bruar boss announces £2m expansion plan,2023-01-26 16:40:07,GB,-0.37,house bruar boss announces 2m expansion plan,negative,8,48,January 2023
1055,Football and private healthcare help increase GDP by 0.3% in January in boost for Chancellor,2023-03-10 08:13:02,gb,0.063,football private healthcare help increase gdp 0.3 january boost chancellor,positive,15,92,March 2023
1056,Edison Group buys interior fit-out specialist GDC Design in latest strategic move,2023-01-20 15:13:48,GB,0.619,edison group buys interior fit-out specialist gdc design latest strategic move,positive,12,81,January 2023
1057,Virgin wins permit to carry out UK's first ever space launch - from brand new facility,2022-12-21 12:26:02,GB,0.218,virgin wins permit carry uk first ever space launch brand new facility,positive,16,86,December 2022
1058,"Vulnerable people ‘more at risk’ if landlords given power to evict with just two weeks’ notice, charities warn",2023-03-28 14:41:10,gb,-0.291,vulnerable people risk landlords given power evict two weeks notice charities warn,negative,18,110,March 2023
1059,Scottish Water: Keeping It Clean,2022-11-05 01:01:00,GB,0.143,scottish water keeping clean,positive,5,32,November 2022
1060,Nominate your favourite Galashiels businesses here,2023-02-17 17:15:00,GB,0.791,nominate favourite galashiels businesses,positive,6,50,February 2023
1061,Montgomery Holdings Yorkshire Ltd seek scheme at Barmby Moor,2023-03-23 16:13:09,gb,-0.061,montgomery holdings yorkshire ltd seek scheme barmby moor,negative,9,60,March 2023
1062,Ambulance staff say they feel ‘demonised’ by Government,2023-01-14 07:48:05,GB,-0.292,ambulance staff say feel demonised government,negative,8,55,January 2023
1063,Gary Neville clashes with Tory MPs over workers’ rights in UK and Qatar,2022-12-19 11:07:15,GB,-0.381,gary neville clashes tory mps workers rights uk qatar,negative,13,71,December 2022
1064,Ministers and unions dig in amid widespread strike action across UK,2023-02-01 19:42:35,GB,-0.429,ministers unions dig amid widespread strike action across uk,negative,11,67,February 2023
1065,PwC hit with £5.6m fine for ‘serious failures’ over Babcock audit,2023-03-08 13:04:51,gb,-0.088,pwc hit 5.6m fine serious failures babcock audit,negative,11,65,March 2023
1066,Office expansion for procurement firm ESWL doubles staff,2022-11-13 18:00:00,GB,0.225,office expansion procurement firm eswl doubles staff,positive,8,56,November 2022
1067,"Tough road ahead on the economy,  Chancellor Jeremy Hunt warns",2022-12-12 10:02:31,GB,-0.198,tough road ahead economy chancellor jeremy hunt warns,negative,10,62,December 2022
1068,Some of the charities our Put in a Pound campaign could help,2023-02-16 04:28:00,GB,0.156,charities put pound campaign could help,positive,12,60,February 2023
1069,Keen to welcome visitors but enraged by western coverage: how Qataris see the World Cup,2022-11-20 07:00:17,GB,0.212,keen welcome visitors enraged western coverage qataris see world cup,positive,15,87,November 2022
1070,Britain is a net electricity exporter for first time in 44 years,2023-01-13 16:58:37,GB,-0.201,britain net electricity exporter first time 44 years,negative,12,64,January 2023
1071,"Shetland&#8217;s SaxaVord boosted by £378,000 in space agency funding",2022-12-14 18:38:13,GB,0.103,shetland 8217 saxavord boosted 378 000 space agency funding,positive,9,69,December 2022
1072,"UK still heading for recession despite October bounce back, warn experts",2022-12-12 12:25:16,GB,-0.167,uk still heading recession despite october bounce back warn experts,negative,11,72,December 2022
1073,Colonsay affordable housing project deadline for applicants,2023-03-11 06:00:00,gb,0.196,colonsay affordable housing project deadline applicants,positive,7,59,March 2023
1074,Energy transitions: why countries respond differently to the same problem,2022-11-17 18:51:17,GB,0.111,energy transitions countries respond differently problem,positive,10,73,November 2022
1075,UHI says green freeport will to a generation who are environmentally conscious,2023-01-17 08:00:00,GB,0.744,uhi says green freeport generation environmentally conscious,positive,12,78,January 2023
1076,GEG Capital appoints new group director,2022-12-05 11:14:00,GB,0.688,geg capital appoints new group director,positive,6,39,December 2022
1077,EU becomes first leading economy to legislate for ‘green tariff’ on imports,2022-12-13 14:57:02,GB,-0.014,eu becomes first leading economy legislate green tariff imports,negative,12,75,December 2022
1078,"The Music of Lord of the Rings, Game of Thrones and Beyond is coming to The Bridgewater Hall",2023-03-06 10:31:31,gb,0.76,music lord rings game thrones beyond coming bridgewater hall,positive,18,92,March 2023
1079,Proposed strike legislation shows Government is losing argument – Mick Lynch,2023-01-06 12:24:33,GB,-0.287,proposed strike legislation shows government losing argument mick lynch,negative,11,76,January 2023
1080,In numbers: What is it like to be a woman in 2023?,2023-03-08 10:40:58,gb,-0.339,numbers like woman 2023,negative,12,50,March 2023
1081,The rise of corporate landlords: how they are swallowing city centres like Manchester one block of flats at a time,2023-02-01 13:08:31,GB,-0.051,rise corporate landlords swallowing city centres like manchester one block flats time,negative,20,114,February 2023
1082,NHS workers to consider pay offer after unions back proposals,2023-03-17 01:17:32,gb,-0.138,nhs workers consider pay offer unions back proposals,negative,10,61,March 2023
1083,Diggers at the ready as construction starts on Dundee site,2022-12-07 09:55:16,GB,0.578,diggers ready construction starts dundee site,positive,10,58,December 2022
1084,‘I want to caress the lift!’: the eco office block miracle made entirely from wood,2023-01-30 18:00:52,GB,-0.217,want caress lift eco office block miracle made entirely wood,negative,15,82,January 2023
1085,Young Professional award title win for DeltaTek's founder,2023-03-18 12:00:00,gb,0.863,young professional award title win deltatek founder,positive,8,57,March 2023
1086,"Schools and colleges get rebuilding cash boost, says Keegan",2022-12-16 01:01:00,GB,0.113,schools colleges get rebuilding cash boost says keegan,positive,9,59,December 2022
1087,Challenger claims win in race to lead United Auto Workers,2023-03-25 20:54:35,gb,-0.273,challenger claims win race lead united auto workers,negative,10,57,March 2023
1088,New First Minister must ensure we build on our oil and gas heritage,2023-03-30 13:29:42,gb,-0.005,new first minister must ensure build oil gas heritage,negative,13,67,March 2023
1089,EXPLAINER: Qatar's vast wealth helps it host FIFA World Cup,2022-11-06 07:37:43,GB,0.159,explainer qatar vast wealth helps host fifa world cup,positive,10,59,November 2022
1090,5 big Brexit promises - and what we got instead,2023-02-20 14:46:36,GB,-0.338,5 big brexit promises got instead,negative,10,47,February 2023
1091,Forbes vows to scrap controversial proposals for fishing bans,2023-03-23 01:01:00,gb,-0.13,forbes vows scrap controversial proposals fishing bans,negative,9,61,March 2023
1092,"Miracle girl, 2, pulled from Turkey earthquake rubble after being buried for 150 hours",2023-02-12 23:49:46,GB,-0.221,miracle girl 2 pulled turkey earthquake rubble buried 150 hours,negative,14,86,February 2023
1093,"Floating windfarm that can power 4,000,000 homes gets Welsh approval",2023-03-13 17:45:05,gb,0.247,floating windfarm power 4 000 000 homes gets welsh approval,positive,10,68,March 2023
1094,What became of the people who turned Prince William and Kate Middleton's heads,2023-02-18 10:38:48,GB,0.788,became people turned prince william kate middleton heads,positive,13,78,February 2023
